Device,1,2,3,4,5,6,7,8,9,10,11,12
402,0.123312934,0.115868657,0.100302467,0.100108741,0.082507926,0.076532432,0.098812124,0.040164567,0.048760769,0.123880067,0.116711369,0.109391652
402,0.146921913,0.08206791,0.117124532,0.096063846,0.063697065,0.127539875,0.089289014,0.076955137,0.048760769,0.096450035,0.116711369,0.142585135
402,0.16293035,0.146362034,0.142617596,0.106039987,0.083565738,0.100300036,0.114298083,0.078352137,0.032394738,0.137684938,0.116641675,0.110333002
402,0.200878963,0.12457419,0.097766304,0.104868192,0.094061973,0.101701581,0.105963313,0.029818407,0.015626866,0.107273693,0.101261099,0.079040088
402,0.185894613,0.101559125,0.117988988,0.079744602,0.113981141,0.119323136,0.151998137,0.018394076,-0.00434114,0.115375834,0.078974666,0.09232187
402,0.203687053,0.112493869,0.118191755,0.107492017,0.136491418,0.106004942,0.132220804,-0.000620615,0.00532888,0.119533371,0.064190579,0.085962809
402,0.203687053,0.106806577,0.163433901,0.113293225,0.136491418,0.129993146,0.132220804,-0.007171923,0.035789297,0.129345734,0.111890833,0.104049665
402,0.216181214,0.115854911,0.158846206,0.128352074,0.111084731,0.116884317,0.106793371,-0.023681332,0.092770554,0.129345734,0.11015803,0.085136294
402,0.175741447,0.089907053,0.152742864,0.115942039,0.095464207,0.108542219,0.115629514,-0.042329526,0.062760093,0.119147848,0.096407439,0.073164077
402,0.142556014,0.107730676,0.116692295,0.110546755,0.110553549,0.117625568,0.134695203,-0.042329526,0.026315858,0.121773633,0.078502746,0.095527012
402,0.172057373,0.084502239,0.111741574,0.084409455,0.097568829,0.046651597,0.071300422,-0.060750137,0.003931126,0.106808056,0.073867601,0.084119238
402,0.14911769,0.10472058,0.156866786,0.100174535,0.075235695,0.046651597,0.087391039,-0.06878462,0.024376923,0.116975074,0.020251963,0.072201827
402,0.164716974,0.128475201,0.129380551,0.088330737,0.084669739,0.06513646,0.065107213,-0.052895244,0.01047455,0.093745598,0.017450128,0.090584245
402,0.184206245,0.139939317,0.127198556,0.076661648,0.084669739,0.08315975,0.065107213,0.023198628,-0.01306299,0.078071847,0.017450128,0.101290977
402,0.223603451,0.132756695,0.097720223,0.069398479,0.082985366,0.073821374,0.046974652,0.024939714,-0.0097019,0.09486301,0.017450128,0.090033401
402,0.224403269,0.109085339,0.055726317,0.082328579,0.082368561,0.057930121,0.046633923,0.018021091,-0.030887592,0.130696576,0.034850919,0.138009301
402,0.224403269,0.072287949,0.046213543,0.082328579,0.069170428,0.036094797,0.046633923,0.045555527,-0.030887592,0.11251829,0.034850919,0.158830646
402,0.172692101,0.070181996,0.046213543,0.095281749,0.069761407,0.039744812,0.046633923,0.045555527,-0.023036147,0.103673211,0.057825972,0.158830646
402,0.195205506,0.097577347,0.038213578,0.107513769,0.062655974,0.05000347,0.030853703,0.091662771,-0.057711387,0.105232219,0.057825972,0.158830646
402,0.185718059,0.096937338,0.012626289,0.092112201,0.092218518,0.101255728,0.041175925,0.087110151,-0.041942216,0.098370974,0.057825972,0.158830646
402,0.124759249,0.101440006,-0.003523196,0.097370874,0.093979867,0.097718727,0.096066966,0.046821202,-0.005660049,0.059544721,0.057825972,0.141848392
402,0.135112059,0.087674623,0.141715144,0.121045189,0.043131724,0.078884498,0.083134283,0.072883887,-0.005660049,0.061691403,0.073324981,0.081903181
402,0.189750019,0.09108837,0.166873852,0.121045189,0.060154412,0.065169388,0.059167594,0.028624087,0.015443424,0.0841338,0.092251756,0.10503062
402,0.184177564,0.09108837,0.149452932,0.121045189,0.081324144,0.085940857,0.045403287,NA,0.009847802,0.10317658,0.085468508,0.10503062
402,0.146511771,0.105004064,0.147188219,0.101196046,0.064612054,0.095824308,0.064869917,NA,0.025235834,0.118191172,0.065710953,0.104797517
402,0.132581871,0.093192206,0.140075954,0.101196046,0.061919954,0.070593855,0.064190485,NA,0.019892567,0.119934846,0.066858994,0.087705812
402,0.131153638,0.093192206,0.126144746,0.111607893,0.083799154,0.087111894,0.064190485,NA,0.005764327,0.127833349,0.04532075,0.096323172
402,0.13375146,0.11489609,0.126144746,0.092476307,0.083799154,0.100254727,0.055922185,NA,0.020050278,0.127833349,0.034904925,0.12400836
402,0.13375146,0.105587196,0.120821636,0.098031135,0.10168024,0.095797965,0.055922185,NA,0.001510561,0.110670382,0.034904925,0.131424752
402,0.130890337,0.105587196,0.107493325,0.098031135,0.10168024,0.095797965,0.068498668,NA,0.001510561,0.110670382,0.039043086,0.126761037
402,NA,0.114336895,0.121041368,0.098031135,0.12075217,NA,NA,NA,NA,NA,0.04609628,0.126761037
402,NA,0.22962535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,NA,0.22962535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,NA,0.239429966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,NA,0.253942932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,NA,0.230953699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,NA,0.236027209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,NA,0.232181171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,NA,0.22944614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,NA,0.250367321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,NA,0.227691356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
